551780450,“ 你不快乐 别硬撑了 ​​​” 感性系列,希望你能做一个快乐的人。,"['华语', '流行', '孤独', '孤独']",[]
7487238326,90后必备/奏响回忆的时代 乐章,"90后的回忆是时代的印记，我们拥抱过的天空在时间的冲
刷中渐渐模糊，只记得那时候远方很远，钟表走的好慢，
校园里的欢喜都藏进了笑脸。我试着拾起从前，将我们听
过的歌循环播放在耳机里面，MP3的岁月己经遥远，脑海
中挥之不去的是你阳光下的笑脸，这是90后回忆，以此聆
听我们停滞过往的晦涩青春！","['怀旧', '伤感', '孤独', '孤独']","[1943043408, 108103, 490595315, 67467, 64317, 65800, 25906124, 1824045033, 86943, 1468270651, 108914, 1951132392, 5279696, 1475439703, 1950533495, 65533, 386538, 1955424233, 209643, 1474411443, 163123, 65536, 139764, 254485, 185726, 31654343, 167937, 144619, 94689, 254574, 77469, 174960, 558035802, 26305534, 63650, 167885, 254589, 94646, 167844, 1954420092, 316100, 94284, 255973, 22740077, 376100, 255294, 157288, 109125, 277382, 176053, 258235, 77098, 114600, 26145664, 385965, 139688, 92311, 65766, 69827, 176496, 386175, 441491828, 326784, 65538, 167732, 1842025914, 411214279, 307780, 27731176, 222724, 167827, 26305540, 85580, 299449, 108468, 169185, 189323, 247512, 167655, 287063, 344442, 254191, 254359, 60394, 254548, 108242, 92791, 108931, 101387, 287021, 94365, 72394, 224000, 354352, 139377, 280761, 175072, 376417, 239188, 26305531, 254460, 114369, 276936, 255907, 26305541, 26305545, 96100, 114741, 215576, 26090160, 165367, 167870, 190072, 28403111, 344418, 30612793, 254265, 188674, 168607, 326990, 167975, 327115, 167876, 191248, 297587, 438204707, 26145112, 167882, 66842, 1383381667, 277111, 188057, 59992, 176648, 28668855, 95475, 139703, 29709795, 1898179562, 167873, 65528, 186345, 25706282, 26305547, 369126, 233931, 27646687, 185700]"
8803999266,「Emo Rap」午夜情绪出逃企划,你可以拥有任何的形状，因为我只是你的灵魂，我深知你有宁静般的清澈透明，所以无论你是什么，我都足够相信你的坦荡与忠诚，我爱你，我就爱你的每一种可能。,"['说唱', '夜晚', '孤独', '孤独']","[2026224214, 1867183963, 2000381011, 1877824463, 2010800104, 1919226883, 1452354170, 1827600686, 1428815066, 1388608779, 1424525039, 1388196906, 1817211826, 1872930613, 1354317349, 1436575829, 1470170093, 2038869956, 2042901789, 1826191539, 1378639867, 1983206145, 1433064869, 1886124711, 2044810349, 1325968474, 1954696523, 1396602392, 1473909703, 1958429058, 2071155120, 2008776081, 2066750344, 1944240083, 2065926924, 1432632134, 1432156509, 2077465513, 1430643346, 1423088740, 1950528144]"
559166999,生活可以五颜六色但不可以乱七八糟,听就对了！,"['孤独', '粤语', '90后', '孤独']","[2052403824, 316628, 1949419768, 574648203, 255574, 89700, 502043537, 2102924430, 2055776589, 2055563421, 2102012051, 2076483080, 1492179180, 2100329027, 94682, 82532, 2086327879, 1806926690, 2098173325, 2094081707, 66136, 2094075270, 4876202, 2093526245, 25657410, 150520, 65565, 1881480359, 1815684465, 29897949, 1302556232, 2090583416, 36569471, 150667, 1890307570, 94714, 2083785152, 454711144, 2081552364, 2082700997, 72394, 2030185698, 1918341072, 274430, 1967169068, 27747330, 208938, 208902, 208891, 1961990685, 1334659052, 2066654616, 33761265, 1416881216, 307937, 2060745005, 2066713227, 29418426, 1944952596, 1471761548, 1347582479, 28009003, 308169, 410508014, 1363408026, 2066724668, 1994833990, 2019562366, 366021, 1997099665, 2063469741, 1484942675, 2063468929, 2055887708, 26173016, 1891385140, 410508377, 25951020, 436346833, 573968825, 1480252420, 2060746800, 5252288, 66769, 2006247343, 2007350964, 212162, 1841178128, 28111610, 189243, 28111647, 188649, 1905004937, 1410874261, 2042256453, 2034881346, 331196, 472060885, 1934233831, 1812045518, 2007071252, 2046829307, 2035444374, 2045089380, 1969494998, 2049512697, 2046805446, 2046805487, 500406833, 2026812798, 2048584487, 2043125519, 2048584480, 471411145, 28403108, 399364830, 1430303185, 1383211739, 1350079138, 1887304731, 376618, 422104138, 1456659704, 1386859485, 298089, 1914793875, 2030766928, 89690, 2019573476, 475479888, 2023954033, 2023953375, 189181, 1436081452, 2016688503, 1989423797, 2029190676, 2029137267, 2021849994, 2008726921, 2025186881, 1362624611, 1992083081, 2009519825, 1974443814, 1997438791, 1984475097, 188785, 2007332335, 2013097125, 1838505400, 2009018928, 1958106515, 1990708264, 1382294273, 1992698886, 1850263923, 1476206946, 865632948, 113342, 29850683, 297488, 1986967351, 462818834, 1887269086, 1325711261, 1983795017, 1947775642, 1970560265, 188369, 1970560262, 1859670174, 1955233384, 1974959291, 1970560257, 1979731860, 1970396862, 1954947185, 26031143, 1483125221, 1973741172, 1966162185, 1973067211, 1970559924, 1971912772, 1907439686, 1958031074, 1408941727, 1970554402, 26524409, 1480380030, 1970550394, 28391394, 1947812335, 1964443044, 1964444813, 155124, 1961298272, 5241979, 552469970, 1959667345, 1960868406, 1904827274, 1960309270, 1960544778, 1338268561, 1387581250, 1959134566, 1816928986, 1413623663, 1959138959, 1957532468, 1951513622, 1846476964, 1932150210, 1805088448, 1957017400, 1846280444, 1953828422, 1418131335, 490595927, 1476449942, 189209, 1949023057, 1804879213, 28606102, 229302, 1412264712, 1947537070, 25906124, 1945356805, 1941900423, 1942989843, 1942989841, 1401180927, 1942701756, 1929370102, 1345827147, 112939, 1862678836, 1813041013, 487923125, 26608518, 467011305, 274099, 1933997277, 1938027692, 1938019501, 1403215687, 1897948382, 1896178370, 287018, 1892562874, 1935613660, 41663362, 361772, 227405, 1912959921, 28160886, 35678877, 1402868762, 1475739400, 1355896807, 31654343, 133998, 1902251868, 1368756097, 1807796555, 1317457805, 1807799505, 1410647903, 1368754688, 1368753797, 509311656, 5243349, 515796159, 5256764, 25657574, 27511491, 94540, 188671, 28160039, 1873049720, 26902923, 124924, 385965, 29759733, 1924802587, 1925396986, 1915838314, 1893367646, 1320344416, 1919508396, 1421191920, 1874158536, 30431367, 1909932701, 332064, 316451, 202041, 95396, 1904827272, 454828887, 65312, 1895330088, 1907766514, 1363642136, 1465310744, 1927438231, 1357825630, 1901371647, 1814636483, 1366171678, 1820314965, 1896102097, 1900580633, 1897139128, 1899045414, 1899047747, 1808053189, 1898194086, 1446233390, 110790, 1896178201, 1891469546, 1892532629, 1890714308, 1888915574, 25638257, 1430319727, 1877996649, 416892296, 1456890009, 1867217766, 440207933, 1848190450, 1874972712, 1885427474, 1842025914, 1880886636, 1303027499, 316718, 490453044, 1873030111, 30432232, 25951012, 26154887, 234014, 1834283096, 1455300855, 366577, 399510485, 112064, 1863810500, 346083, 1363973661, 551645692, 550520580, 1425409661, 1474861444, 1869728598, 28640062, 35307626, 186760, 210089, 1361353562, 1499225742, 214333, 85470, 40140637, 113936, 1819313166, 27725663, 188882, 219293, 433018893, 421486605, 27591608, 1855448284, 36861904, 31877156, 308020, 476323264, 256066, 31877563, 1416438318, 254316, 28160871, 1806207854, 1847250546, 112559, 1847989080, 1459950258, 1846489646, 67358, 1841521017, 1492049185, 1462875618, 1840808119, 1823305772, 1449365333, 329336, 1321392748, 1813864802, 1832088781, 28458368, 64797, 5262073, 451981461, 1492886323, 112167, 863553296, 1451661437, 475277350, 1836117930, 28830157, 562598081, 1445761206, 1475637391, 40140668, 40140666, 1827600686, 26075328, 316108, 1824025894, 437856598, 1462875616, 33599439, 1814769698, 1806926997, 26082851, 504496140, 29004400, 25642484, 1498076242, 1413351587, 1810711312, 1484240293, 1500569811, 1408941731, 5268108, 260209, 1811251559, 29829667, 85473, 405467805, 1369798757, 1342022280, 1497588709, 349628, 349892, 349981, 1808492017, 456175650, 1455717202, 1469005999, 1809976865, 483061889, 1811921555, 27867503, 1484967131, 1492968204, 217965, 308494, 523251474, 1365339377, 1383011509, 65536, 217501, 64815, 293948, 1412263970, 298250, 150345, 28427721, 1410658660, 25714275, 31877074, 28427796, 1304138062, 1475739401, 1357399743, 1395406677, 28219176, 86551, 1338242386, 190563, 1417120347, 1383201475, 366011, 1382985712, 409060879, 1373228032, 28068308, 27867519, 1397345903, 350648, 1496602290, 25729605, 31877481, 26305541, 26305548, 26305547, 26305527, 26305521, 26305531, 1446828582, 442314990, 1491221473, 212412, 28493645, 1426112587, 1386669594, 509753804, 286603, 34179921, 1428598955, 25713022, 1476239407, 1401909095, 30814948, 300136, 40140652, 225112, 407450223, 1440876675, 28427760, 517446139, 411988502, 28285736, 26305550, 1342808239, 26222115, 30245576, 1383876635, 1486513704, 1463168014, 484755733, 553795744, 29750871, 1427444926, 465920905, 526464293, 862907941, 488647708, 1365681724, 215973, 169140, 66804, 317000, 254945, 28391344, 36569470, 277759, 28111630, 1378097666, 1468592728, 1487528112, 1388608729, 64634, 85571, 1469805608, 27598818, 28111648, 460514434, 572874061, 1298986140, 64447, 477215944, 405681663, 1357768573, 1399983531, 406475394, 406475388, 420125810, 281951, 462866592, 1425363255, 1433281207, 1456200611, 523250334, 1476455405, 298277, 27599185, 1384527426, 1468946346, 64566, 335595, 66285, 188365, 1363711955, 191504, 65930, 1440802870, 28732234, 547812462, 1337911337, 403710393, 66765, 66753, 25718016, 64638, 32958490, 417859631, 1395222212, 64048, 64922, 1423241987, 190473, 524331, 118644, 332743, 235096, 34509411, 1442508316, 25703028, 1411784809, 493735012, 1413585838, 1436709403, 35678875, 1436910205, 1417136806, 28391391, 28391342, 26598212, 36190906, 480579393, 25794009, 509781260, 29751526, 64093, 32835565, 86849, 1412242872, 115522, 108265, 1400256289, 368756, 1411358329, 297845, 256202, 188835, 5241986, 1404906595, 550138197, 1359672637, 113051, 25657573, 329925, 26584453, 194405, 189140, 280389, 573359962, 307024, 298535, 30431364, 28892111, 1357785909, 28274496, 115794, 1381755293, 190276, 501467631, 1365898499, 1313107926, 1313118277, 103209, 1324843519, 426027293, 25640674, 1369601580, 256468, 469508217, 1372796676, 554241732, 569213220, 92939, 34922098, 1358848433, 188384, 461519911, 192392, 27646405, 26402069, 29392800, 25641703, 34613476, 29298997, 26562382, 407002484, 1367368790, 455345415, 451473846, 215226, 192384, 1363078221, 25729758, 108914, 1358035694, 298485, 298258, 253924, 28018075, 25707139, 212652, 65800, 5284516, 1318295323, 66743, 86477, 186436, 1336856777, 571340767, 1315718569, 28427755, 64623, 28341142, 28427794, 28427771, 28427764, 36569474, 28406634, 30053718, 28234608, 1341964346, 1345848098, 28427786, 1338205441, 212376, 308353, 108468, 516571913, 504835560, 26217171, 29723041, 1317457960, 306920, 1334647784, 4871718, 546279760, 4874932, 1336096912, 28481818, 1331535573, 1293886117, 224086, 5267006, 31877581, 298025, 86771, 29764620, 1299889486, 507116696, 316580, 29897546, 441491828, 354352, 543798652, 33756016, 82124, 135355, 33471531, 188550, 569214126, 1318284264, 472117541, 546883280, 479422898, 65681, 505451285, 22740077, 108485, 862114367, 554242032, 316510, 534542079, 553755659, 4874159, 27867140, 571338279, 326904, 5246622, 108269, 327068, 224000, 118261, 208958, 223297, 26353090, 26353080, 256093, 239188, 300129, 26608516, 468391470, 214942, 1299550532, 25727424, 328153, 530986063, 566442496, 28111646, 190372, 562594267, 445665094, 492144020, 229294, 244103, 460578140, 564401488, 529668356, 234225, 506955645, 86369, 513360721, 1330348068, 28793187, 108138, 431357712, 298495, 254548, 440353147, 547497128, 462212945, 547600066, 541687281, 518686034, 28285910, 26608529, 410518476, 189155, 545799244, 29761124, 25923064, 26902928, 496640330, 108418, 28838055, 25714146, 28996030, 28768718, 27713963, 85621, 85491, 25702173, 31066677, 108792, 531295576, 438803598, 26390016, 526080012, 4875084, 437387277, 25718007, 416552313, 64752, 63787, 64006, 94639, 63650, 64381, 63892, 324859, 86943, 276904, 26584442, 67572, 186125, 186581, 328169, 5255650, 205320, 34228128, 298317, 421423806, 515803379, 25641369, 418602087, 306664, 212401, 452986458, 150430, 458013267, 28665565, 27511754, 513428953, 174122, 72408, 290720, 401723037, 464350883, 273596, 147801, 88926, 471385043, 477662605, 451346731, 469426303, 27945033, 28457932, 255677, 444524243, 25657358, 108251, 37202030, 94545, 66272, 28302393, 483671599, 405377706, 446508807, 441612704, 31877627, 27945043, 482988834, 25643328, 328900, 213673, 255973, 212409, 407002483, 210281, 468513829, 263720, 316686, 317868, 467320105, 298061, 28196001, 424264505, 205342, 40140642, 40140643, 33984203, 40140624, 32785335, 28731108, 286984, 415792881, 187905, 406086764, 402070928, 65761, 65126, 438801575, 405372761, 449818741, 464293403, 110796, 40147552, 409060875, 307684, 327096, 25640778, 277302, 276936, 28838219, 29723421, 440241144, 229546, 25713073, 169185, 32192436, 27808044, 32507038]"
395141282,放过你也放过我自己,佛不渡我 你也别 苦厄到底是我的,"['安静', '孤独', '夜晚', '孤独']","[2076461004, 2006448864, 1432156509, 1850892482, 1864903283, 1359382613, 1982939899, 1811941177, 1905004937, 1482867143, 2063864551, 1477144603, 1461445063, 2072639869, 1934221908, 2049529248, 1981863128, 1456890009, 2006196078, 2034031983, 2095622238, 1397345903, 1303027499, 2079459511, 1312993764, 1431464716, 2053099516, 1433786440, 2068454887, 1486264538, 1806791354, 1901359386, 2057534370, 2056203126, 1830735300, 1893736474, 2043826664, 1458994212, 1990086349, 1895890171, 2013153100, 2076483080, 2069006728, 1415621951, 2028320376, 1982987386, 2051936949, 2062623445, 2066654616, 1337205804, 1848233480, 1901891000, 1490124824, 1474157790, 487594483, 1482128731, 1829153932, 2045141907, 1887139866, 1905924575, 1830190047, 1861592671, 1380646702, 1867964889, 1450128299, 1501704634, 1899079967, 1886673679, 1854700148, 2050912767, 2016527181, 2023954033, 2024035483, 1812673579, 1954947185, 1870225884, 1979417838, 1968053454, 1831494935, 1459935719, 2043126974, 36024442, 2038554574, 1912959921, 1866185395, 1862592546, 1975753397, 421486605, 1900247879, 2005213526, 1954407064, 2012390259, 2026224214, 1995456224, 1909399193, 2028570351, 27591236, 1974444898, 1325896149, 551816010, 1958031074, 1911907981, 2005574298, 481535597, 2013101914, 1968060180, 1410647903, 414706021, 1978260557, 517642609, 1890218901, 1852051073, 1907873317, 1985126304, 1808275537, 1885160726, 1469005999, 1323580225, 1978706347, 1413374583, 1979313985, 1922701695, 1882663920, 1941990933, 1435535302, 1318933384, 1813094999, 1817431690, 1432466432, 1926850683, 1373225817, 862462498, 526646591, 1861248492, 1898220652, 1979274315, 1903035009, 1335499185, 1959667345, 1895391334, 1985113409, 1807686745, 1938049567, 1979085818, 1947775642, 1496367113, 1336198737, 1336631279, 1944798036, 1937050851, 1949119429, 1842025914, 1966162185, 475479888, 1824045033, 1458986027, 1831487425, 30612793, 489302317, 1482647103, 1425814935, 1852325823, 1465313631, 1357399743, 86943, 1934251776, 1818761223, 1414704336, 1954090536, 1925452719, 1498376994, 1438865533, 1857228823, 1888215863, 1414037747, 1846489646, 1942734484, 566436427, 1807799505, 1804614734, 1812251803, 1841243669, 1868943615, 1886371886, 1496828617, 1380869761, 1839208593, 1306923998, 1808078153, 462769331, 1891469546, 1879168415, 1891169712, 1867217766, 1886172030, 1407432148, 1877684855, 1317665936, 487206688, 1396205229, 1465103337, 1813843577, 453413861, 1393616255, 1823256348, 1397282233, 1384971398, 1874637492, 1413623153, 1501447963, 1818082272, 1846292840, 1816825952, 1813842811, 526081111, 1463741292, 1400259397, 1869943939, 488249475, 1417968510, 1432968475, 1857630559, 1849998058, 1869728598, 1486763122, 1456673752, 502043537, 1445556953, 1386859485, 1809100933, 1813864802, 1843704418, 1847422867, 1851258433, 1841002409, 1497588709, 1374489910, 1441758494, 1387183835, 1815085049, 1486726254, 1462875618, 1848190450, 1365731704, 1492584510, 1826189041, 1854105063, 1423724496, 1456710215, 28949739, 31546893, 1468687188, 1449406479, 1414095194, 1438292867, 1404699798, 1439363146, 1409535406, 1412545195, 1417862046, 1463397570, 1812212656, 536841326, 35416184, 1436560359, 1432178626, 1439410242, 1314382744, 1396940451, 1482659694, 1351520305, 1486060211, 1460706496, 1357447444, 391566, 1455762284, 421423808, 1833634254, 863109097, 1399172309, 1456393572, 1407214788, 1430850573, 1828026086, 1453972194, 1822712479, 1438820947, 1426959223, 1827600686, 255589, 422427167, 1822730017, 1815313779, 1372796676, 1373194903, 1475124792, 1810711312, 1812225658, 1368754688, 1815105886, 1811408619, 1808492017, 1808326361, 1811921555, 1805088448, 1824025894, 405599470, 1466319796, 1807537867, 1500569811, 207497, 1495058484, 1804320463, 1500788926, 1458337087, 1455717202, 1497799734, 1456286877, 1389090775, 1297802566, 1477539203, 1491221473, 1383972145, 1471285412, 1460656959, 1303289043, 1481164987, 1372552573, 1468501809, 543798623, 1336789644, 523250334, 1459950258, 522510615, 1334014549, 1471064193, 1443838552, 1463168014, 1404488810, 1472945318, 1466027974, 1433338551, 1430583016, 1360967136, 1460682363, 1463165983, 1358848433, 1443143188, 1367452194, 1335350269, 1415829224, 1454732243, 1435449062, 1461142410, 1442508316, 1334295185, 1357999894, 1381755293, 1386460251, 1456443773, 1436910205, 1336856777, 1420075778, 1445670554, 1403318151, 1448183660, 1407551413, 1331819951, 32835565, 1346104327, 1403215687, 1455965526, 558071673, 1449678888, 1426649237, 1387581250, 493735012, 1425896353, 864647494, 1436076578, 1376166020, 1406119516, 862099159, 1429805487, 1422212205, 1358326592, 1375319263, 1445313712, 1293886117, 141665, 1413585838, 864043623, 1435487101, 1445761206, 517446139, 1447493630, 1299017325, 526464145, 1426068852, 1425626819, 1421492339, 1402718552, 1358035181, 1426112587, 1440968432, 1436709403, 28111646, 1404906595, 1383201475, 1400256289, 483937795, 1346472029, 1379456709, 1398508295, 513360721, 1413142894, 1398663411, 1411358329, 465921195, 1412242872, 1417136806, 1386259535, 1336866698, 1363948882, 1396973729, 362930, 417859631, 1370047789, 564247897, 559829400, 1404885266, 1365393542, 534542079, 1382592647, 1406642934, 1388004789, 1391101614, 1399112638, 1388357890, 1335809275, 547497128, 1363752678, 1336923507, 567999629, 1365032837, 1340543218, 1377748865, 1382985712, 1347097526, 1391638771, 475646339, 1315718569, 1387178379, 1355089626, 1386711997, 1369798757, 1336856449, 1336856864, 408307387, 1343311848, 1343756008, 572906215, 454532183, 412911436, 546983150, 1373236574, 492192132, 571338083, 441491828, 1352002513, 1365898499, 1311345316, 1334761781, 1306400549, 1350364033, 476659144, 432509483, 1346093140, 1359356908, 1336153991, 1335969420, 36270426, 1357816405, 1367368790, 504624714, 1349292048, 1352544631, 92939, 1363078221, 1345848098, 1349343781, 569200213, 1344814341, 1323304621, 26524408, 29771164, 26039322, 451340983, 546279760, 32408774, 1314927356, 474739467, 1309130038, 1310728498, 553755659, 479598964, 529668356, 571338279, 29004400, 516076896, 1330348068, 514761281, 28018075, 526464293, 298258, 286535, 5239544, 208917, 434070103, 474922552, 82486, 483671599, 32408625, 32408616, 35331626, 32835566, 28912026, 444524719, 316686, 411988502, 455543886, 28302913, 30903117, 25706282, 28949843, 449577226, 437292675, 468513829, 451126768, 308353, 110207, 27896611, 191588, 35625825, 428350534, 36668711, 210281, 416892296, 28306086, 439122777, 178993, 135355, 34497630, 400161588, 25650033, 29897546, 316498, 316756, 25706279, 27591218, 287287, 26902931, 26584211, 417596830, 175991, 405599469, 343065, 32192436, 416552313, 63014, 274696, 27694142, 434550872, 329371, 5231283, 306925, 36586263, 306664, 413812448, 34084622, 408212737, 421203086, 32977520, 27955658, 415792881, 31445554, 29759733, 28285910, 292262, 29535531]"
7452834423,安静|耳机党的专属福利,"在公交车上，在地铁上，在走路的时候能听到安静的音乐，何尝不是一种治愈呢。

去做风吧，去做不被定义的风","['欧美', '孤独', '地铁', '孤独']","[1329850119, 1357713481, 1979192239, 1814025100, 23432684, 1401899720, 2021350066, 1930412753, 1447663247, 1960642479, 1336866526, 469249441, 30496792, 1822892094, 1890756154, 1890118766, 1980913743, 30841787, 1417982128, 1941844578, 1426341311, 1907158498, 1847326096, 1850180242, 1878788320, 1973573094, 1452283490, 494642794, 1831241793, 524431035, 1419186710, 1336871957, 1867030206, 1435661824, 28411642, 516358164, 1815832890, 1919029404, 511364160, 1963461261, 1486513262, 1402843217, 1857485657, 865048100, 1355169880, 516358165, 518904648, 515379293, 1496741784, 36496637, 1812108717, 1398530303, 1829554955, 1458638474, 1402386281, 1325364288, 1948204815, 476987164, 1458164576, 552060841, 1454367572, 1377007805, 452997216, 1296302555, 1372350500, 27975130, 1484930211, 1487478840, 1402845090, 1397152124, 1440687084, 1316769844, 1463569918, 1826960354, 1441154672, 1467363772, 35283291, 1378742137, 1851048356, 554457210, 27514261, 30841785, 1478368283, 1447767740, 1866129088, 1411827517, 522647397, 558784694, 1817627858, 1412322802, 1942594143, 1485808754, 1305776566, 1344801012, 1855445411, 1366897971, 1399054580, 563264221]"
8781350350,你也喜欢听歌吗,人生就像这歌一样，歌要慢慢品，事要细心做，歌存在的意义有很多,"['伤感', '怀旧', '孤独', '孤独']","[2100010001, 2090731679, 2095862824, 1957344271, 1500439504, 1993517689, 421423808, 1971784753, 34586275, 2085258183, 2084062042, 26428032, 1959303514, 2089174826, 1477539203, 441491828, 1946234096, 1949423188, 445154140, 2080014333, 1999584982, 1955039633, 1963213974, 1834268297, 1846533015, 534542079, 1868022598, 1984267907, 1990143903, 1938304218, 1939301609, 1941442140, 2026043794, 1901628234, 2011330408, 34723470, 31365604, 1363205817, 1957492947, 1294951288, 1974443814, 1500569811, 1491221473, 1831487425, 1955029675, 1987798141, 1928900468, 1891431677, 2066628581, 1954223039, 1974228177, 1426112587, 1961006625, 247936, 1970324585, 1413142894, 28403111, 1387581250, 1441758494, 1413585838, 1330348068, 1976115224, 1968429904, 1950070505, 2056725340, 1955028561, 1977221058, 1827600686, 2023195888, 2003795163, 1988629994, 1986709123, 2022196813, 1998204993, 489302016, 2010192713, 1955223133, 2052070994, 1955423798, 2015047009, 1952358155, 1403318151, 2047104095, 2019301925, 1397345903, 1895330088, 1815969317, 2075896544, 2078700726, 1456890009, 2038820566, 1949949331]"
8898902355,Lonely&迷幻|小众|糜烂|沉沦|污染,"有人理解是我之幸 ，无人理解淡定独行.
享受忙碌，适应孤独.","['欧美', '孤独', '安静', '孤独']","[1891619161, 2025082445, 480426232, 1301573957, 1398802958, 518894020, 2038997980, 1806979888, 2003196666, 1872929810, 1821073603, 1914893736, 1902204614, 427416520, 450048316, 37955047, 1960642479, 1955978156, 2000845246, 2032661389, 1903192226, 517902792, 419254599, 2065211137, 1995166605, 1387549433, 1448668178, 1849819555, 399343818, 493448423, 552448704, 418603177, 444356814, 28952209, 1839420177, 26243686, 34229234, 1400453309, 1926884692, 2017217006, 521169592, 1869049038, 1379918404]"
2051294072,38岁成熟男人的歌单，适合所有场景听,百听不厌，厌了不听,"['华语', '民谣', '孤独', '孤独']","[354750, 1393789519, 167718, 21178422, 326942, 1417849873, 479408221, 1397345903, 18468586, 25706282, 150563, 326904, 33035724, 255224, 31514406, 518686034, 1821742568, 355992, 26090160, 2082700997, 316486, 545413103, 190690, 1313354324, 188432, 1334295185, 287719, 1924343459, 512640293, 1809517473, 66842, 66378, 29814898, 27646205, 27646199, 2061508316, 1492049185, 1964443044, 2072614086, 2072301451, 25638340, 2045090557, 1950272621, 167802, 154480, 1417442423, 1959134563, 280266, 280175, 5272610, 280156, 4878242, 31473269, 77437, 77469, 77098, 2063487880, 1960349082, 2049512697, 1852762858, 1407551413, 1479613725, 5255637, 284189, 190237, 299936, 307684, 113075, 257098, 158168, 282131, 181899, 1298515629, 150528, 190352, 190458, 1826178750, 156902, 1477530893, 116103, 190270, 1698413, 1697653, 21178391, 21178416, 28493451, 21178262, 1698391, 5264843, 381821, 441102573, 108103, 168097, 1297742167, 21171751, 31877470, 571338279, 152392, 167827, 557581284, 27678655, 28996919, 168147, 168141, 357279, 363394, 413829859, 1836034373, 186345, 30482294, 27965155, 27785673, 25638240, 155984, 30482305, 156050, 82932, 27785330, 5257056, 300062, 94646, 169243, 35476049, 386844, 1355925898, 1359356908, 65766, 1384026889, 1407214788, 1456443773, 308353, 493735012, 93492, 5243638, 156915, 116869, 156717, 5250048, 5265183, 1965928052, 1840192925, 1303219343, 449577636, 2046990697, 2046805446, 29897546, 1974443814, 307003, 2014043360, 454698657, 229394, 155883, 115502, 36496726, 401723037, 455500439, 30706066, 500665346, 408332757, 31356499, 30967498, 30496175, 28892408, 28068308, 1376142151, 190381, 476513774, 1487259219, 542635760, 1943043408, 444269169, 27955653, 29947420, 32835377, 1399642632, 494865824, 506196018, 346576, 28188171, 507585220, 2923152, 1297650, 157288, 2019620319, 417250673, 28977819, 141212, 400162317, 1957017384, 1962791842, 31877536, 31877636, 25714332, 31877467, 109998, 447925059, 167694, 1336790004, 25657384, 167774, 168089, 31010481, 168087, 25657380, 167897, 1960416761, 167880, 168107, 168091, 1846489646, 3029019, 1394963332, 2016688503, 407761576, 1374056689, 573968836, 433018042, 84051, 421423806, 523251118, 526464293, 411214279, 167876, 287035, 1369798757, 32507038, 523250334, 553755659, 1894094482, 1336856864, 1950343972, 1355147933, 1807799505, 26625301, 4209157, 167655, 29418042, 468513829, 1357785909, 29761121, 431811484, 449577226, 25648017, 1806336043, 167975, 552448704, 552366521, 277698, 1417862046, 208902, 108242, 27955654, 571340283, 208891, 30612793, 1463165983, 1997438791, 25727803, 1299550532, 118243, 118940, 16435051, 26643898, 5162502, 1811459887, 1966162185, 5238992, 1804320463, 190532, 190499, 28606305, 29450091, 362998, 1995174272, 1979274315, 34200629, 109125, 553543175, 1436709403, 1365393542, 1374329431, 32431987, 1869031258, 410338496, 1450158241, 1830799856, 33035611, 16435049, 415792222, 1364247901, 1494985963, 1968781675, 1875941511, 475479888, 1385738126, 421148673, 3406918, 41631921, 572932030, 488876810, 431855270, 31081299, 28878559, 441491828, 1970594493, 29561077, 1969025221, 401382522, 25731320, 28157606, 1311300227, 1406642934, 32317211, 1401746334, 2188235, 28952154, 1430429719, 27583305, 506092035, 39224884, 21373645, 1357999894, 5138277, 1347312292, 485612576, 36990266, 27515086, 456370694, 1948083890, 1839480696, 569214126, 40915127, 1344897943, 1843704418, 5308028, 33211676, 29717271, 3986241, 1491585, 428642533, 1306497271, 1411784809, 1373168742, 1855555967, 469410729, 1422883398, 531786028, 402073804, 1939402128, 444324644, 1381755293, 1301572562, 1901371647, 1430319727, 1305960097, 1848177852, 1858139145, 1868943615, 1344644402, 1843319489, 500412245, 28285910, 38592976, 440208476, 1299326404, 151985, 1826179038, 1331819951, 1363948882, 1372060183, 108299, 1432808138, 1487528112, 1384570303, 574566207, 191777, 1383759646, 1831452514, 569214250, 390345, 77131, 254432, 247421, 1842025914, 254406, 254589, 255907, 190042, 189986, 144148, 144513, 1921266702, 188920, 114741, 202369, 185919, 1293886117, 1864910510, 30431376, 1405319676, 862100828, 133998, 513360721, 569213220, 1303027439, 1336856777, 467595237, 1396217944, 445154960, 467595239, 471327844, 1356147224, 1356499052, 2871185, 30814948, 31010566, 1326113980, 569214247, 31877245, 36392029, 26524701, 135028, 299090, 299116, 64317, 21274655, 1363205817, 1335350269, 569200213, 486999661, 412519570, 1396219471, 16232697, 449818741, 308879, 28133171, 472361096, 208958, 1383927243, 1373225817, 1346104327, 1346093140, 1400256289, 1308818967, 416892296, 31421394, 27646786, 574919767, 557584888, 25643291, 447926067, 447926071, 447925070, 29932455, 33361856, 394670, 108226, 447926068, 26090100, 29567191, 28987543, 411988502, 29567193, 32957955, 439139384, 403710591, 41664790, 33891098, 114389, 516657051, 27483167, 26142919, 394485, 190072, 38576323, 436514312, 31445772, 202373, 357312, 29567189]"
