歌名,歌手,曲风,推荐标签,语种,BPM,乐评
What A Life (feat. Stevie Appleton),John Summit、Guz、Stevie Appleton、,电子、,动感、活力、,英语,125,
Groove Tonight,Mr. Belt & Wezol、Plastik Funk、Tim Morrison、,电子、,动感、活力、,英语,125,
High Heels (Party Down Under),Flo Rida、Walker Hayes、Sam Feldt、,电子、,动感、活力、,英语,117,
Night Feels,AR/CO、,电子、,动感、活力、,英语,125,
Keep On Rising,Big Gigantic、Aloe Blacc、,电子、,动感、活力、,英语,120,
