歌名,歌手,曲风,推荐标签,语种,BPM,乐评
红豆,王菲、,流行-华语流行、,抒情、悲伤、,国语,112,这首歌旋律轻快，歌词所蕴含的感情也非常细腻，表达了女主人公对爱情天长地久的向往，但又认为爱情是不能永久，在想象中回忆和爱人相爱相守。王菲独特的嗓音娓娓道来，让人觉得分外缠绵。也代表着相思之意，光看名字就知道这是一首什么类型的歌曲。它讲述的是爱情是带着忧愁的，也是带着对美好的渴望！
相约一九九八,那英、王菲、,流行-华语流行、,抒情、悲伤、KTV、酒吧、,国语,79,
怎样,戴佩妮、,流行-华语流行、,抒情、,国语,60,她轻轻地吟唱，温和细腻的表达最适合让你把回忆变得柔软舒服起来。
征服,那英、,流行-华语流行、,抒情、,国语,60,
