歌名,歌手,曲风,推荐标签,语种,BPM,乐评
Live in Favor of Tomorrow,The Lemon Twigs、,摇滚-另类摇滚、另类/独立、,热血、动感、,英语,153,
The Skin of My Yellow Country Teeth,Clap Your Hands Say Yeah、,摇滚、,热血、动感、,英语,143,
Silently,Blonde Redhead、,摇滚、另类/独立、,爱情、浪漫、,英语,119,
Desire Lines,Deerhunter、,摇滚-另类摇滚、另类/独立、,热血、动感、放松、,英语,122,
