歌名,歌手,曲风,推荐标签,语种,BPM,乐评
ㅜㅜ,BE'O、Errday、San E、Malkey、,嘻哈说唱、,动感、活力、,韩语,69,
Going In,Babylon、Mckdaddy、Khakii、Don Malik、MC Meta、Huckleberry P、Basick、QM、Samuel Seo、Ja Mezz、CAMO、Reddy、kaogaii、Blase、Queen WA$ABII、WAIIE、Bruno champman、Chillin Homie、earlswish、KYLE LO、,流行-韩国流行、嘻哈说唱-韩语说唱、,动感、活力、,韩语,126,
Peace Out (MEGA MIX) (Prod. Yoon),Blase、Don Mills、Ahn Byeong Woong、San E、Chillin Homie、Oygli、BIG Naughty、oceanfromtheblue、Trade L、PUNCHNELLO、A-CHESS、Don Malik、Khakii、Polodared、Dive、키모엘 (Kimo:L)、,流行-韩国流行、嘻哈说唱、,热血、动感、活力、,韩语,143,
RUB-A-DUM,TRI.BE、,流行-韩国流行、,动感、活力、热血、,韩语,125,
My Day,Flashe、,流行-流行舞曲、,热血、动感、,韩语,,
UP,RANIA、,电子、,热血、动感、活力、,韩语,,
MY BAG,(G)I-DLE、,流行-韩国流行、,动感、活力、,英语,93,
Dancing Like Butterfly Wings,ATEEZ、,流行-韩国流行、,热血、动感、活力、,韩语,121,
CUPID,OH MY GIRL、,流行-韩国流行、,热血、,韩语,119,
알 수 없는 비밀 (Sonatine),本月少女 1/3、,流行-韩国流行、,可爱、快乐、放松、,韩语,127,
ROCKY,ATEEZ、,流行-韩国流行、,动感、活力、,韩语、英语,95,
SPEED UP,Kara、,流行、,动感、可爱、快乐、,日语,,
툭하면,Brave Girls、Skull、,流行、,动感、可爱、快乐、KTV、,韩语,88,
Love Shake,DREAMCATCHER、,流行-韩国流行、,动感、活力、,韩语,139,
My Oh My,少女时代、,流行、,活力、动感、,日语,125,
넘어 (No More),UNI.T、,流行-流行舞曲、,快乐、动感、舞蹈、活力、,韩语,161,
어디야?,CLC、,流行-韩国流行、,抒情、放松、,韩语,84,
I My Me Mine,4MINUTE、,流行-韩国流行、,动感、活力、舞蹈、,韩语,127,
예뻐지게,CLC、,流行、,快乐、动感、活力、,韩语,147,
Take A Hike（KOR.Ver）,智妍、,流行-韩国流行、,动感、活力、,韩语,159,
Anymotion,李孝利、Eric、,流行-韩国流行、,动感、活力、,韩语,135,
감싸줄게요,DIA、,流行-韩国流行、,可爱、快乐、放松、,韩语,101,
DR FEEL GOOD (Korean Version),RANIA、,流行、,热血、动感、活力、,韩语,125,
이름이 뭐예요?,4MINUTE、,流行-韩国流行、流行-流行舞曲、嘻哈说唱-韩语说唱、,动感、活力、舞蹈、极限运动、,韩语,115,
Let Me In (20 CUBE),ENHYPEN、,流行-韩国流行、,热血、动感、放松、,韩语,85,
POISON,Secret、,流行、,舞蹈、,韩语,,
Blacklist,泫雅、ELLY、,嘻哈说唱-韩语说唱、,动感、舞蹈、活力、热血、,韩语,104,
알러뷰,EXID、,流行-韩国流行、,热血、动感、活力、舞蹈、有氧、,韩语,112,
老虎 (Tiger Inside),SuperM、,电子、,热血、动感、活力、,韩语,84,
Down,Jessi、,流行-欧美流行、,动感、活力、,韩语,97,
WANT,泰民、,流行-韩国流行、,动感、活力、放松、,韩语,105,
Lo Siento (Play-N-Skillz Remix ver.) (Feat. Leslie Grace),SUPER JUNIOR、Leslie Grace、,嘻哈说唱、,动感、活力、,韩语,97,
아낙네,宋旻浩、,嘻哈说唱-韩语说唱、嘻哈说唱-陷阱说唱、,动感、活力、散步、,韩语,69,
뭐해,姜丹尼尔、,流行-韩国流行、,动感、活力、,韩语,80,
INCEPTION,ATEEZ、,流行-韩国流行、,动感、活力、,韩语,150,
데리러 가,SHINee、,流行-韩国流行、,动感、活力、,韩语,121,
젖어'S (Wet),Flowsik、Jessi、,嘻哈说唱-韩语说唱、,动感、慵懒、活力、放松、,韩语,75,
Answer,ATEEZ、,流行-韩国流行、,动感、活力、,韩语,98,
Always You,ASTRO、,流行-韩国流行、,抒情、动感、思念、活力、,日语,75,
RUNAWAY,PENTAGON、,流行-韩国流行、,动感、,韩语,92,
懂不懂 (Lil' Touch),少女时代-Oh!GG、,流行-韩国流行、,动感、快乐、活力、,韩语,113,
KILLING ME,iKON、,流行、,动感、活力、,日语,128,
TOUCHIN',姜丹尼尔、,流行-韩国流行、,动感、活力、,韩语,111,
Canvas,4MINUTE、,流行-韩国流行、,抒情、动感、快乐、活力、,韩语,94,
L.I.E,EXID、,流行-韩国流行、流行-流行舞曲、,热血、动感、活力、舞蹈、,韩语,77,
Black on Black,NCT 2018、,流行-韩国流行、,动感、活力、,韩语,71,
花曜日  (Blooming Day),EXO-CBX、,流行-韩国流行、流行-流行舞曲、,动感、活力、,韩语,117,
가라사대,BewhY、,嘻哈说唱-韩语说唱、,热血、动感、,韩语,66,
Boing(Feat.창모),Jessi、CHANGMO、,嘻哈说唱、,动感、活力、,韩语,142,
낄끼빠빠 (KKPP),MiSO、,电子、,热血、动感、活力、,韩语,105,
闪光 (Shinin'),钟铉、,流行-韩国流行、,动感、活力、,韩语,116,
How Why,EXID、,流行-韩国流行、,动感、活力、,韩语,117,
To Myself,DPR LIVE、,流行-韩国流行、嘻哈说唱-韩语说唱、,动感、活力、热血、,韩语,119,
无限的我 (Limitless),NCT 127、,流行-韩国流行、,动感、慵懒、活力、放松、,韩语,78,
걔 세,宋旻浩、,流行-韩国流行、,动感、活力、,韩语,104,
Cherry Bomb,NCT 127、,流行-韩国流行、流行-流行舞曲、,动感、活力、,韩语,77,
링가 링가 (RINGA LINGA),TAEYANG、,流行-韩国流行、,热血、动感、活力、,韩语,141,
消防车,NCT 127、,流行-韩国流行、,热血、动感、活力、,韩语,109,
New Face,PSY、,流行-韩国流行、,动感、搞笑、活力、,韩语,131,
Monster,EXO、,流行-韩国流行、,动感、活力、,韩语,150,
체념,BoA、,流行-韩国流行、,动感、快乐、活力、,韩语,126,
U,S.E.S.、,流行-韩国流行、,动感、活力、,韩语,136,
Love,S.E.S.、,流行-韩国流行、,动感、爱情、浪漫、,韩语,95,
LIGHTSABER,EXO、,流行-韩国流行、,热血、动感、快乐、爱情、活力、,韩语,140,
All Mine,f(x)、,流行-韩国流行、,抒情、动感、快乐、爱情、活力、,韩语,128,
Holiday,少女时代、,流行-韩国流行、,动感、快乐、活力、有氧、,韩语,120,
"SORRY, SORRY",SUPER JUNIOR、,流行-韩国流行、,动感、快乐、活力、酒吧、,韩语,129,
Gee,少女时代、,流行-韩国流行、,甜蜜、动感、可爱、快乐、爱情、搞笑、浪漫、活力、放松、治愈、轻快、舞蹈、,韩语,99,
U,SUPER JUNIOR、,流行-韩国流行、,动感、爱情、活力、,韩语,114,
"""O""-正.反.合.",东方神起、,流行-韩国流行、,动感、活力、,韩语,115,
믿어요,东方神起、,流行-韩国流行、,抒情、悲伤、,韩语,65,
Lotto,EXO、,流行-韩国流行、,热血、动感、活力、,韩语,100,
Mr. Simple,SUPER JUNIOR、,流行-韩国流行、,动感、快乐、活力、,韩语,127,
The Way U Are,东方神起、,流行-韩国流行、,动感、活力、KTV、,韩语,109,
We Young,CHANYEOL、SEHUN、,流行-韩国流行、,动感、可爱、快乐、,韩语,82,
"Baby, Don't Cry (人鱼的眼泪)",EXO、,流行-华语流行、嘻哈说唱、,热血、抒情、清新、动感、悲伤、梦幻、抑郁、快乐、爱情、思念、浪漫、活力、放松、憧憬、治愈、孤独、正直、轻快、洒脱、大气、遗憾、感人、,国语,138,
Why,太妍、,流行-韩国流行、,热血、抒情、清新、动感、爱情、活力、放松、,韩语,105,
Sing For You,EXO、,流行、,抒情、爱情、,韩语,75,
约定,EXO、,流行-韩国流行、,抒情、动感、悲伤、,国语,109,
初雪 (Chinese Ver.),EXO、,流行、,抒情、动感、可爱、快乐、爱情、浪漫、活力、愤怒、,国语,83,
为你而唱,EXO、,流行、,爱情、抒情、,国语,76,
Fine,太妍、,流行-韩国流行、,抒情、清新、爱情、放松、,韩语,86,
누난 너무 예뻐 (Replay),SHINee、,流行-韩国流行、,动感、活力、愤怒、,韩语,99,
上瘾 (Overdose),EXO-M、,节奏布鲁斯-当代节奏布鲁斯、流行、嘻哈说唱-流行说唱、,动感、爱情、活力、洒脱、,国语,82,
나비소녀 (Don't Go),EXO、,流行-韩国流行、,抒情、动感、愤怒、,韩语,77,
初雪,EXO、,流行-韩国流行、,抒情、清新、动感、快乐、爱情、浪漫、活力、放松、,韩语,83,
다시 만난 세계 (Into The New World),少女时代、,流行-韩国流行、,抒情、动感、可爱、快乐、愤怒、,韩语,107,
Devil,SUPER JUNIOR、,流行-韩国流行、,抒情、动感、快乐、活力、,韩语,145,
Power,EXO、,流行-韩国流行、,动感、活力、,韩语,128,
任你依靠 (Take You Home),BAEKHYUN、,流行-韩国抒情歌曲、,抒情、清新、放松、,韩语,87,
RBB (Really Bad Boy),Red Velvet、,流行-韩国流行、,动感、活力、,韩语,149,
偏心,EXO、,流行、嘻哈说唱-韩语说唱、,活力、动感、可爱、快乐、,韩语,97,
月光 (Moonlight),EXO-M、,流行-韩国流行、,抒情、,国语,122,
I Got a Boy,少女时代、,流行-韩国流行、,动感、可爱、快乐、活力、舞蹈、,韩语,139,
狼与美女 (Wolf),EXO、,嘻哈说唱-中文嘻哈、,热血、抒情、动感、活力、KTV、,国语,140,
You Think,少女时代、,流行-韩国流行、,动感、活力、舞蹈、,韩语,100,
Rookie,Red Velvet、,流行-韩国流行、,动感、活力、舞蹈、,韩语,163,
Super Girl,Super Junior M、,流行-流行舞曲、,热血、动感、活力、,国语,124,
Can You Hear Me Tonight?,Atombook、,民谣-流行民谣、,可爱、快乐、放松、,英语,,
처음 그날,My Little Memory、,流行-韩国流行、,抒情、清新、悲伤、放松、咖啡厅、酒吧、,韩语,,
홍삼맛 캔디,Vanilla Acoustic、,流行-韩国流行、,清新、放松、,韩语,90,
Every Place Is Your Playground,Atombook、,民谣、,抒情、清新、动感、快乐、放松、咖啡厅、,英语,,
나 그대라는 봄에 누워,Singing Ants、,原声带、,KTV、放松、清新、,韩语,,
확률,김사월、,流行-韩国流行、民谣、,清新、可爱、快乐、放松、,韩语,115,
"But I Will, Everyday",Big Phony、,民谣、,放松、抒情、,英语,,
매일 그대와,野菊花、,摇滚、,抒情、清新、可爱、快乐、爱情、放松、治愈、KTV、,韩语,94,
잊어야 한다는 마음으로,IU、,流行-韩国流行、,抒情、悲伤、可爱、快乐、放松、酒吧、感人、,韩语,61,
별,李素罗、,流行-韩国流行、,抒情、放松、,韩语,,
행복한 나를,洪景民、,流行-韩国流行、,抒情、放松、KTV、,韩语,,
우리 헤어졌나봐,My Little Memory、Soulman、Han All、,流行-韩国流行、,抒情、悲伤、放松、治愈、,韩语,,
안녕,산울림 Sanullim、,摇滚、流行-韩国流行、,放松、冥想、,韩语,116,
그대 내게 다시,边镇燮、,流行-韩国流行、,抒情、悲伤、,韩语,76,
시시콜콜한 이야기,李素罗、,流行-韩国流行、,抒情、清新、悲伤、慵懒、放松、,韩语,137,
교환,김사월、,流行-韩国流行、民谣、,抒情、清新、悲伤、放松、,韩语,,
그런 날에는,Someday、,流行-韩国流行、,抒情、悲伤、放松、KTV、,韩语,58,
车站,IU、,流行、,可爱、快乐、,韩语,67,
Comedian,Atombook、,流行、,放松、,,,
영하,MoonMoon、,流行、,放松、,韩语,109,
Waiting On a Breeze,Big Phony、,民谣、,放松、治愈、,英语,,
Don't Call It Puppy Love,利纳斯的毛毯、,流行-韩国流行、,甜蜜、清新、可爱、快乐、爱情、慵懒、放松、咖啡厅、旅游、轻快、,英语,119,
니 생각중이야,青春学概论、,流行-韩国流行、,清新、幸福、可爱、快乐、爱情、放松、婚礼、,韩语,,
소중한 그대에게,소각소각、,流行、,清新、放松、,韩语,61,
"Diana, Don't Be Late",Big Phony、,民谣、,抒情、放松、,英语,,
Beautiful Christmas,Red Velvet、aespa、,流行-流行舞曲、,可爱、快乐、动感、,韩语,109,
손톱달(Crescendo),DIA、,电子、流行-韩国流行、,可爱、快乐、放松、,韩语,101,
Opponent Process Theory,Hello Gayoung、,流行-韩国流行、,可爱、快乐、放松、KTV、,韩语,130,
YOLOWA (욜로와),公园少女、,流行-韩国流行、,动感、快乐、活力、舞蹈、,韩语,105,
GG BE,胜利、JENNIE、,流行、,动感、舞蹈、快乐、可爱、活力、,日语,119,
247,OVCOCO、,节奏布鲁斯-当代节奏布鲁斯、,清新、动感、活力、放松、,韩语,120,
Cafe,BIGBANG、,流行-韩国流行、,动感、,韩语,105,
EXODUS,EXO、,流行-韩国流行、,动感、活力、,韩语,99,
You Better Know,Red Velvet、,流行-韩国流行、,,韩语,120,
SMILEY,YENA (崔叡娜)、BIBI、,流行-韩国流行、,热血、抒情、动感、快乐、活力、,韩语,78,
Brand New Days,Apink、,流行-日本流行、,动感、活力、,日语,,
아니야 (No Oh Oh),CLC、,流行、,动感、活力、舞蹈、,韩语,92,
This Love,G-DRAGON、,流行-韩国流行、,动感、,韩语,95,
Be Natural,Red Velvet、泰容、,爵士-流行爵士、流行-韩国流行、,动感、抒情、慵懒、放松、,韩语,90,
You Got,宇宙少女、,流行-韩国流行、,动感、活力、,韩语,,
Only one,少女时代、,流行-韩国流行、,抒情、幸福、快乐、放松、,韩语,95,
Doughnut,TWICE、,流行、,放松、,日语,81,
우우 (WooWoo),DIA、,流行-韩国流行、流行-流行舞曲、,动感、活力、舞蹈、,韩语,135,
Lucky,CLC、,流行、,快乐、可爱、动感、,韩语,111,
You Are My Key (for M1-KEY),H1-KEY、,流行-韩国流行、,动感、活力、,韩语,117,
DON'T TEXT ME,(G)I-DLE、,流行-韩国流行、,动感、可爱、快乐、活力、,韩语,113,
Lay Low,YooA、,流行-韩国流行、,动感、活力、,韩语,142,
The Cure,安七炫、BoA、瑜卤允浩、利特、太妍、温流、SUHO、IRENE、泰容、MARK、锟(KUN)、KARINA、,流行-韩国流行、,动感、活力、,韩语,95,
Rise,Jonas Blue、IZ*ONE、,电子-电子流行、,动感、爱情、慵懒、浪漫、活力、放松、酒吧、,英语,106,
Life's Too Short,aespa、,电子、,幸福、快乐、放松、,韩语,84,
Spice,ITZY、,流行、,动感、快乐、活力、,日语,142,
Waste It On Me,Steve Aoki、BTS (防弹少年团)、,电子-未来贝斯、,抒情、动感、爱情、浪漫、活力、夜店、,韩语,95,
Who,Lauv、BTS (防弹少年团)、,流行-欧美流行、,,英语,70,
Left and Right (Feat. Jung Kook of BTS),Charlie Puth、Jung Kook、BTS (防弹少年团)、,流行-欧美流行、,快乐、,英语,101,
Blow Your Mind,(G)I-DLE、,流行-韩国流行、,动感、活力、舞蹈、,英语,122,
Wow Thing,SEULGI、信飞、金请夏、田小娟、,流行、,动感、快乐、活力、KTV、舞蹈、,韩语,103,
Dream of You (with R3HAB),金请夏、R3HAB、,流行-韩国流行、,动感、快乐、活力、夜店、舞蹈、极限运动、,英语,117,
Universe,本月少女、,流行-韩国流行、,动感、快乐、活力、旅游、轻快、,韩语,55,
Everyday I Love You (Feat. 하슬),ViVi、夏涩、,流行-韩国流行、,动感、,韩语,120,
그렇게 살아가는 것,허회경、,流行-韩国流行、,抒情、悲伤、放松、,韩语,61,
또 새벽이 오면,Colde、BAEKHYUN、,节奏布鲁斯、流行-韩国流行、,慵懒、放松、治愈、,韩语,84,
그렇게 밤이 깊어가고 (Prod. 공기남),1ho、,流行-韩国流行、,抒情、动感、KTV、,韩语,101,
Gloomy Star,郭泰勋、1ho、Chan、,流行-韩国流行、,抒情、,韩语,90,
취하고 있어,Sanchez、龙俊亨、,嘻哈说唱-流行说唱、嘻哈说唱-韩语说唱、,动感、爱情、,韩语,83,
파란섬,郭泰勋、1ho、Chan、,流行-韩国抒情歌曲、,抒情、悲伤、快乐、,韩语,92,
집에 가지마 (Feat. Aries),Eyear、Aries、,嘻哈说唱-流行说唱、嘻哈说唱-韩语说唱、,幸福、快乐、清新、放松、可爱、,韩语,92,
You,J_ust、,流行-韩国流行、,抒情、悲伤、放松、,韩语,82,
LOVE SCENARIO,iKON、,流行-韩国流行、,动感、可爱、快乐、爱情、活力、轻快、,日语,118,
Way Back Home (Sam Feldt Edit),SHAUN、Conor Maynard、Sam Feldt、,电子-热带浩室舞曲、,,韩语,106,
시작이 반,COTA、,流行-韩国流行、,动感、活力、,韩语,90,
Bye Babe,10cm、CHEN、,原声带、流行、,清新、放松、,韩语,105,
조으다 완전 조으다,Hari、,流行-韩国流行、,清新、爱情、放松、,韩语,81,
달콤한 여름밤,TheAde、,流行-韩国流行、,甜蜜、清新、幸福、可爱、快乐、爱情、放松、,韩语,78,
봄이 되어줄게,郭泰勋、Gordak、J_ust、,流行-韩国流行、,甜蜜、清新、快乐、爱情、放松、旅游、,韩语,76,
그 자리에 있어,Standing Egg、,流行-韩国流行、,清新、快乐、放松、,韩语,79,
Give Love,AKMU、,流行-韩国流行、,甜蜜、清新、动感、快乐、爱情、活力、放松、婚礼、舞蹈、,韩语,95,
Breakthrough,TWICE、,流行、,甜蜜、动感、可爱、快乐、爱情、活力、舞蹈、,日语,111,
비밀정원,OH MY GIRL、,流行-韩国流行、流行-流行舞曲、,动感、活力、舞蹈、,韩语,104,
UFO 타고 왔니?,Heize、高英培、,原声带-电影原声、流行-韩国流行、,可爱、快乐、放松、,韩语,146,
Bike,Peppertones、,世界音乐、,快乐、可爱、活力、动感、,韩语,122,
경포대,Today's Radio、,流行-韩国流行、,幸福、快乐、放松、KTV、,韩语,146,
우리만나요 (샤이니의 월드데이트 삽입곡),家庭手工业、,流行-韩国抒情歌曲、,清新、幸福、快乐、放松、轻快、,韩语,139,
간식송,J Rabbit、,流行、,清新、可爱、快乐、放松、,韩语,129,
사랑한대,Standing Egg、,流行-韩国流行、,清新、可爱、快乐、放松、KTV、婚礼、,韩语,119,
Dreaming,NCT DREAM、,电子、流行-韩国流行、,动感、活力、,韩语,115,
My Light,dori、,节奏布鲁斯-灵魂乐、,酒吧、动感、活力、,英语,117,
챔피언,PSY、,电子、流行-韩国流行、,热血、动感、活力、夜店、极限运动、举铁、,韩语,115,
ICONIC,aespa、,电子、,动感、可爱、快乐、活力、,韩语,76,
Rover,KAI、,电子、,动感、快乐、活力、,韩语,92,
Zombie High,GRACE、,嘻哈说唱-韩语说唱、,动感、舞蹈、,韩语,,
Rosé-On The Ground（Live）,BLINK、ROSÉ、,,动感、活力、,英语,95,
VolKno (CHOI HYUN SUK x YOSHI x HARUTO Unit),TREASURE、,流行-韩国流行、,热血、动感、活力、,韩语,98,
House Party,SUPER JUNIOR、,电子、,动感、快乐、活力、,韩语,115,
Sugar Free,T-ara、,流行-韩国流行、,热血、动感、活力、夜店、极限运动、,韩语,127,
2YA2YAO!,SUPER JUNIOR、,嘻哈说唱、,动感、活力、,韩语,100,
HATE ME (Prod. WOOGIE),李泳知、youra、,流行-韩国流行、嘻哈说唱-韩语说唱、,动感、活力、,韩语,92,
Diggity,NCT DREAM、,电子、,热血、动感、活力、,韩语,89,
마리오네트,Stellar、,电子、,热血、动感、KTV、极限运动、,韩语,104,
ZUTTER,GD&TOP、,流行-韩国流行、,动感、活力、,韩语,89,
YEPPI YEPPI,aespa、,电子、,动感、幸福、梦幻、可爱、快乐、爱情、浪漫、活力、放松、轻快、正能量、,韩语,125,
Lemonade,NCT 127、,流行-韩国流行、,热血、动感、活力、,韩语,89,
바람났어,朴明秀、G-DRAGON、朴春、,流行-韩国流行、嘻哈说唱-韩语说唱、,动感、快乐、活力、,韩语,126,
VAMOS,OMEGA X、,流行-韩国流行、,热血、动感、活力、,韩语,89,
Last Dance,YOUHA、,流行-韩国流行、,动感、可爱、快乐、活力、,韩语,127,
Volume Up,4MINUTE、,流行-韩国流行、,动感、活力、,韩语,131,
90's Love,NCT U、,流行-韩国流行、,热血、动感、活力、,韩语,107,
Dancing King,刘在石、EXO、,流行-韩国流行、,热血、动感、快乐、活力、,韩语,127,
Pixel world,PLAVE、,电子、流行-韩国流行、,动感、活力、,韩语,89,
THIS IS LOVE,SUPER JUNIOR、,流行-韩国流行、,抒情、动感、活力、,韩语,111,
아름다운 밤이야,Beast、,流行-韩国流行、,热血、动感、活力、夜店、,韩语,123,
빙고 (거북이),발라드 녀석들、,流行-韩国流行、,动感、活力、夜店、有氧、,韩语,67,
너라고 (It`s You),SUPER JUNIOR、,流行-韩国流行、,抒情、动感、爱情、活力、,韩语,119,
영화처럼,B1A4、,流行-韩国流行、,幸福、可爱、快乐、爱情、,韩语,88,
Drive,曺薇娟、,流行-韩国流行、,热血、抒情、动感、梦幻、活力、放松、憧憬、,韩语,107,
EVERYTHING,黑裙子、,摇滚、流行-韩国流行、,甜蜜、清新、梦幻、爱情、浪漫、放松、,英语,60,
You Are My Everything,黄致列、Gummy、,流行、,抒情、悲伤、,韩语,68,
LOVE ME LIKE (Eng Ver.),OMEGA X、,流行-韩国流行、,热血、动感、活力、,韩语、英语,98,
귀요미송,Hari、,流行-韩国流行、,甜蜜、动感、可爱、快乐、爱情、活力、放松、治愈、愤怒、轻快、舞蹈、,韩语,,
Make Love,TAEYANG、KUSH、,流行-韩国流行、,动感、活力、放松、,韩语,109,
再说爱你 (Love Again),NCT DREAM、,流行-韩国流行、,动感、活力、,韩语,103,
알고 싶어,(G)I-DLE、,流行-韩国流行、,抒情、动感、梦幻、可爱、快乐、思念、慵懒、活力、放松、,韩语,122,
Airplane,f(x)、,流行-韩国流行、,抒情、清新、动感、幸福、快乐、爱情、浪漫、活力、放松、憧憬、正直、轻快、洒脱、正能量、大气、,韩语,127,
Ice Queen,BAEKHYUN、,流行-韩国流行、,动感、活力、,韩语,105,
想你的时间 (Drawing Our Moments),太妍、,流行-韩国流行、,抒情、放松、治愈、,韩语,77,
인셉션 (feat. 1ho & Chan),郭泰勋、1ho、Chan、,流行-韩国流行、,抒情、清新、悲伤、爱情、浪漫、放松、,韩语,88,
슝! (feat. LISA of BLACKPINK),TAEYANG、LISA、,流行-韩国流行、,动感、活力、旅游、,韩语,109,
[BONUS TRACK] Love Love Love_Acousitc Ver. (Studio Ver.),EXO、,流行-韩国流行、,爱情、放松、,韩语,130,
叫我,EXO、,流行-韩国流行、,热血、动感、活力、,韩语,99,
COSMOS,B.I、,流行-韩国流行、,动感、活力、,韩语,122,
VIBE (feat. Jimin of BTS),TAEYANG、,流行-韩国流行、,放松、旅游、,韩语,100,
조각품,(G)I-DLE、,流行-韩国流行、,动感、活力、,韩语,122,
Lucky (Chinese Ver.),EXO、,流行-韩国流行、,热血、动感、活力、,国语,127,
Dive with you (feat. eaJ),Seori、eaJ、,节奏布鲁斯、流行-韩国流行、,动感、活力、,英语,93,
Lo Siento (Feat. KARD),SUPER JUNIOR、KARD、,流行-韩国流行、流行-流行舞曲、,动感、活力、,韩语,95,
Lucky One,EXO、,流行-韩国流行、,动感、活力、,韩语,120,
EL DORADO,EXO、,流行-韩国流行、流行-流行舞曲、,热血、动感、活力、,韩语,155,
Gentleman,PSY、,流行-韩国流行、,热血、动感、活力、夜店、,韩语,125,
Tonight,BIGBANG、,流行-韩国流行、,,韩语,129,
White Love,SUPER JUNIOR、,流行-韩国流行、,动感、活力、,韩语,133,
Rose,曺薇娟、,流行-韩国流行、,幸福、快乐、爱情、放松、,韩语,109,
Green Light,BoA、,流行-韩国流行、,动感、活力、,韩语,117,
10년만 기다려 베이베,Six Bomb、,流行-韩国流行、,动感、活力、舞蹈、,韩语,130,
Beautiful Stranger (by f(Amber+Luna+Krystal)),f(x)、,流行-韩国流行、,热血、动感、活力、,韩语,86,
Drama,BLOO、,流行-韩国流行、嘻哈说唱、,动感、活力、放松、舞会、,韩语,120,
기억을 걷는 밤 (Walk On Memories),EXO、,流行-韩国流行、,动感、放松、,韩语,113,
Betcha,BAEKHYUN、,流行-韩国流行、,动感、慵懒、活力、放松、,韩语,101,
Ma Baby (10년만 기다려 베이베),Bobby Moon、,流行、,动感、夜店、活力、热血、,韩语,130,
跟踪 (影子),f(x)、,流行-韩国流行、,清新、放松、,韩语,115,
Lucky,EXO、,流行-韩国流行、,动感、活力、,韩语,127,
Heaven,田木子、,流行-韩国抒情歌曲、,热血、抒情、动感、梦幻、活力、放松、治愈、洒脱、感人、,韩语,89,
Higher,FIFTY FIFTY、,流行-韩国流行、,幸福、可爱、快乐、,韩语,103,
BINARY STAR,OMEGA X、,流行、,动感、活力、,韩语,89,
Starlight,泰一、,原声带-电视剧原声、流行-韩国流行、,热血、抒情、动感、爱情、憧憬、,韩语,55,
월광 (Moonlight),EXO-K、,流行-韩国流行、,动感、悲伤、爱情、浪漫、活力、,韩语,121,
Lucky One,EXO、,流行-韩国流行、,动感、快乐、爱情、活力、,韩语,121,
ESCAPE,(G)I-DLE、,流行-韩国流行、,放松、酒吧、,韩语,115,
POSE,KINO、,流行-韩国流行、,动感、幸福、快乐、活力、,韩语,105,
Chewing Gum,NCT DREAM、,流行-韩国流行、,动感、快乐、活力、,韩语,103,
TAKE'EM ALL,OMEGA X、,电子、,活力、动感、热血、,韩语,133,
Action,BoA、,流行-流行舞曲、,动感、活力、,韩语,127,
PLAY DUMB,OMEGA X、,电子、,动感、活力、,韩语,105,
Gentleman,PSY、,流行-韩国流行、,热血、动感、活力、夜店、,韩语,125,
咆哮 (Growl) (EXO-M ver.),EXO-M、,流行-韩国流行、,动感、活力、,韩语,89,
Drop That,EXO、,流行-韩国流行、,热血、动感、活力、,韩语,101,
TOMBOY,UE、Hazel、十月、Chaey、,流行-韩国流行、,动感、快乐、活力、,英语,125,
英雄 (Kick It),NCT 127、,流行-韩国流行、,热血、动感、活力、,韩语,83,
Gangnam Style,PSY、,流行-流行舞曲、嘻哈说唱-韩语说唱、,热血、动感、搞笑、活力、舞会、广场舞、,韩语,131,
뱅뱅뱅 (BANG BANG BANG),BIGBANG、,流行-韩国流行、,热血、动感、活力、,韩语,136,
Like Water,WENDY、,流行-韩国抒情歌曲、,抒情、悲伤、KTV、,韩语,84,
HIGH HIGH,GD&TOP、,流行-韩国流行、,热血、动感、快乐、活力、舞蹈、,韩语,129,
성인식,朴志胤、,流行-韩国流行、,动感、活力、舞蹈、,韩语,99,
Ring Ding Dong,SHINee、,流行-欧美流行、,热血、动感、活力、,韩语,124,
BOOM,NCT DREAM、,电子、,动感、活力、,韩语,120,
i'M THE TREND,(G)I-DLE、,流行-韩国流行、,动感、快乐、活力、,韩语,145,
OMEGA X,OMEGA X、,流行-韩国流行、,热血、动感、,韩语,127,
DANCE WITH U,OMEGA X、,电子、,动感、活力、,韩语,92,
맙소사,黄光熙、TAEYANG、G-DRAGON、,流行-韩国流行、嘻哈说唱-韩语说唱、,热血、动感、活力、,韩语,106,
Don't fight the feeling,EXO、,电子、,热血、动感、活力、,韩语,127,
舞台路 (Déjà Vu),NCT DREAM、,流行-韩国流行、,热血、动感、快乐、活力、,韩语,85,
LA DI DA,EVERGLOW、,电子-合成器流行、,动感、活力、舞蹈、有氧、,韩语,163,
휘파람 (Acoustic Ver.),BLACKPINK、,流行-韩国流行、,清新、动感、快乐、活力、放松、轻快、,韩语,102,
La Song,V.A.、,电子-电子舞曲、,动感、活力、,韩语,60,
PLAY (feat. CHANGMO),金请夏、CHANGMO、,流行-韩国流行、,热血、动感、活力、,韩语,104,
LAST DANCE (TAEYANG 2017 WORLD TOUR <WHITE NIGHT> IN JAPAN),TAEYANG、,流行、,抒情、悲伤、KTV、,韩语,73,
BOUNCE WITH ME,OMEGA X、,电子、,热血、动感、活力、,韩语,96,
SHAKE THAT BRASS (Feat.太妍(少女时代)),刘逸云 Amber Liu、太妍、,流行-韩国流行、,动感、活力、,韩语,124,
ZUTTER (GD&T.O.P),GD&TOP、,流行-韩国流行、,动感、活力、酒吧、极限运动、,韩语,89,
미친 폼 (Crazy Form),ATEEZ、,流行-韩国流行、,热血、动感、,韩语,120,
